dataset,set_no,archive,member,timestamp,index_in_set,size_bytes,sampling_rate_hz,points_per_file,channels,terminal_failure_description,per_file_label_status
IMS,1,1st_test.rar,1st_test/2003.11.19.19.26.07,2003-11-19 19:26:07,1489,1149963,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.19.36.07,2003-11-19 19:36:07,1490,1150392,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.19.46.07,2003-11-19 19:46:07,1491,1151349,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.19.56.07,2003-11-19 19:56:07,1492,1150066,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.20.06.07,2003-11-19 20:06:07,1493,1150654,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.20.16.07,2003-11-19 20:16:07,1494,1150230,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.20.26.07,2003-11-19 20:26:07,1495,1150189,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.20.36.07,2003-11-19 20:36:07,1496,1150862,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.20.46.07,2003-11-19 20:46:07,1497,1150354,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.20.56.07,2003-11-19 20:56:07,1498,1149769,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.21.06.07,2003-11-19 21:06:07,1499,1150369,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.21.16.07,2003-11-19 21:16:07,1500,1150559,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.21.26.07,2003-11-19 21:26:07,1501,1150294,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.21.36.07,2003-11-19 21:36:07,1502,1150273,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.21.46.07,2003-11-19 21:46:07,1503,1150316,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.21.56.07,2003-11-19 21:56:07,1504,1150569,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.22.06.07,2003-11-19 22:06:07,1505,1150675,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.19.22.16.07,2003-11-19 22:16:07,1506,1149698,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.11.50.35,2003-11-20 11:50:35,1507,1149253,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.11.54.03,2003-11-20 11:54:03,1508,1149987,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.11.59.03,2003-11-20 11:59:03,1509,1150060,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.04.03,2003-11-20 12:04:03,1510,1150011,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.09.03,2003-11-20 12:09:03,1511,1149812,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.14.03,2003-11-20 12:14:03,1512,1150114,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.19.03,2003-11-20 12:19:03,1513,1149819,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.24.03,2003-11-20 12:24:03,1514,1149644,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.29.03,2003-11-20 12:29:03,1515,1149693,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.34.03,2003-11-20 12:34:03,1516,1149867,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.39.03,2003-11-20 12:39:03,1517,1149889,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.44.03,2003-11-20 12:44:03,1518,1149698,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.49.03,2003-11-20 12:49:03,1519,1150102,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.54.03,2003-11-20 12:54:03,1520,1149477,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.12.59.03,2003-11-20 12:59:03,1521,1149910,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.04.03,2003-11-20 13:04:03,1522,1149629,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.09.03,2003-11-20 13:09:03,1523,1149613,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.14.03,2003-11-20 13:14:03,1524,1149579,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.19.03,2003-11-20 13:19:03,1525,1149309,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.24.03,2003-11-20 13:24:03,1526,1149459,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.29.03,2003-11-20 13:29:03,1527,1149389,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.34.03,2003-11-20 13:34:03,1528,1149810,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.39.03,2003-11-20 13:39:03,1529,1150042,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.44.03,2003-11-20 13:44:03,1530,1149593,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.49.03,2003-11-20 13:49:03,1531,1149553,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.54.03,2003-11-20 13:54:03,1532,1149603,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.13.59.03,2003-11-20 13:59:03,1533,1149771,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.04.03,2003-11-20 14:04:03,1534,1149297,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.09.03,2003-11-20 14:09:03,1535,1149702,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.14.03,2003-11-20 14:14:03,1536,1149780,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.19.03,2003-11-20 14:19:03,1537,1149645,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.24.03,2003-11-20 14:24:03,1538,1149479,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.29.03,2003-11-20 14:29:03,1539,1149847,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.34.03,2003-11-20 14:34:03,1540,1149098,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.39.03,2003-11-20 14:39:03,1541,1150365,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.44.03,2003-11-20 14:44:03,1542,1149535,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.49.03,2003-11-20 14:49:03,1543,1149269,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.54.03,2003-11-20 14:54:03,1544,1149515,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.14.59.03,2003-11-20 14:59:03,1545,1149684,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.04.03,2003-11-20 15:04:03,1546,1149197,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.09.03,2003-11-20 15:09:03,1547,1149626,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.14.03,2003-11-20 15:14:03,1548,1149920,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.19.03,2003-11-20 15:19:03,1549,1149851,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.24.03,2003-11-20 15:24:03,1550,1149564,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.29.03,2003-11-20 15:29:03,1551,1149765,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.34.03,2003-11-20 15:34:03,1552,1149730,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.39.03,2003-11-20 15:39:03,1553,1149162,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.44.03,2003-11-20 15:44:03,1554,1149499,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.49.03,2003-11-20 15:49:03,1555,1149108,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.54.03,2003-11-20 15:54:03,1556,1149868,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.15.59.03,2003-11-20 15:59:03,1557,1149341,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.04.03,2003-11-20 16:04:03,1558,1149319,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.09.03,2003-11-20 16:09:03,1559,1149072,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.14.03,2003-11-20 16:14:03,1560,1149563,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.19.03,2003-11-20 16:19:03,1561,1149539,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.24.03,2003-11-20 16:24:03,1562,1149649,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.29.03,2003-11-20 16:29:03,1563,1149413,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.34.03,2003-11-20 16:34:03,1564,1149632,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.39.03,2003-11-20 16:39:03,1565,1149574,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.44.03,2003-11-20 16:44:03,1566,1149975,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.49.03,2003-11-20 16:49:03,1567,1149152,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.54.03,2003-11-20 16:54:03,1568,1149087,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.16.59.03,2003-11-20 16:59:03,1569,1149741,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.04.03,2003-11-20 17:04:03,1570,1149737,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.09.03,2003-11-20 17:09:03,1571,1149457,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.14.03,2003-11-20 17:14:03,1572,1149296,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.19.03,2003-11-20 17:19:03,1573,1149524,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.24.03,2003-11-20 17:24:03,1574,1148844,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.29.03,2003-11-20 17:29:03,1575,1149834,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.34.03,2003-11-20 17:34:03,1576,1149531,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.39.03,2003-11-20 17:39:03,1577,1149647,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.44.03,2003-11-20 17:44:03,1578,1149346,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.49.03,2003-11-20 17:49:03,1579,1149335,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.54.03,2003-11-20 17:54:03,1580,1149262,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.17.59.03,2003-11-20 17:59:03,1581,1148716,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.04.03,2003-11-20 18:04:03,1582,1149029,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.09.03,2003-11-20 18:09:03,1583,1149381,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.14.03,2003-11-20 18:14:03,1584,1149532,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.19.03,2003-11-20 18:19:03,1585,1149081,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.24.03,2003-11-20 18:24:03,1586,1148890,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.29.03,2003-11-20 18:29:03,1587,1148844,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.34.03,2003-11-20 18:34:03,1588,1149294,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.39.03,2003-11-20 18:39:03,1589,1149291,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.44.03,2003-11-20 18:44:03,1590,1149458,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.49.03,2003-11-20 18:49:03,1591,1149039,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.54.03,2003-11-20 18:54:03,1592,1149222,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.18.59.03,2003-11-20 18:59:03,1593,1149312,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.04.03,2003-11-20 19:04:03,1594,1148924,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.09.03,2003-11-20 19:09:03,1595,1149173,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.14.03,2003-11-20 19:14:03,1596,1149371,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.19.03,2003-11-20 19:19:03,1597,1148806,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.24.03,2003-11-20 19:24:03,1598,1149338,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.29.03,2003-11-20 19:29:03,1599,1148992,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.34.03,2003-11-20 19:34:03,1600,1149273,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.39.03,2003-11-20 19:39:03,1601,1148896,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.44.03,2003-11-20 19:44:03,1602,1149256,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.49.03,2003-11-20 19:49:03,1603,1148818,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.54.03,2003-11-20 19:54:03,1604,1149177,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.19.59.03,2003-11-20 19:59:03,1605,1148666,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.20.04.03,2003-11-20 20:04:03,1606,1148866,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.20.09.03,2003-11-20 20:09:03,1607,1148960,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.20.14.03,2003-11-20 20:14:03,1608,1148801,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.20.19.03,2003-11-20 20:19:03,1609,1148766,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.20.24.03,2003-11-20 20:24:03,1610,1148983,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.20.29.03,2003-11-20 20:29:03,1611,1148758,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.20.34.03,2003-11-20 20:34:03,1612,1148710,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.20.39.03,2003-11-20 20:39:03,1613,1148344,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.23.40.19,2003-11-20 23:40:19,1614,1148578,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.23.44.03,2003-11-20 23:44:03,1615,1148749,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.20.23.54.03,2003-11-20 23:54:03,1616,1148774,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.21.00.04.03,2003-11-21 00:04:03,1617,1149015,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
IMS,1,1st_test.rar,1st_test/2003.11.21.00.14.03,2003-11-21 00:14:03,1618,1148779,20000,20480,8,inner-race defect in bearing 3 and roller-element defect in bearing 4 at experiment end,unlabeled_progression_snapshot
