file_name,experiment_id,Insert,Edge,Repetition,insert_edge,WorkpieceMaterial,material,Lubrication,Vc,fz,ap,ae,VB,rounded_VB_level,label_scheme_A,label_scheme_B,label_scheme_C,signal_synced_path,signal_unsynced_path,filename_parse_ok
Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.274_Rep2.mat,Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.274_Rep2,6,1,2,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.1,1.5,58.4,0.274,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.274_Rep2.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.274_Rep2.mat,True
Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.284_Rep3.mat,Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.284_Rep3,6,1,3,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.1,1.5,58.4,0.284,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.284_Rep3.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc200.0_fz0.1_ap1.5_VB0.284_Rep3.mat,True
Insert6Edge1_Vc200.0_fz0.2_ap1.5_VB0.272_Rep1.mat,Insert6Edge1_Vc200.0_fz0.2_ap1.5_VB0.272_Rep1,6,1,1,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.2,1.5,58.4,0.272,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc200.0_fz0.2_ap1.5_VB0.272_Rep1.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc200.0_fz0.2_ap1.5_VB0.272_Rep1.mat,True
Insert6Edge1_Vc200.0_fz0.2_ap1.5_VB0.272_Rep2.mat,Insert6Edge1_Vc200.0_fz0.2_ap1.5_VB0.272_Rep2,6,1,2,Insert6_Edge1,CastIron.GG30,CastIron.GG30,Dry,200.0,0.2,1.5,58.4,0.272,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc200.0_fz0.2_ap1.5_VB0.272_Rep2.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc200.0_fz0.2_ap1.5_VB0.272_Rep2.mat,True
Insert6Edge1_Vc50.0_fz0.05_ap1.5_VB0.287_Rep1.mat,Insert6Edge1_Vc50.0_fz0.05_ap1.5_VB0.287_Rep1,6,1,1,Insert6_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.287,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc50.0_fz0.05_ap1.5_VB0.287_Rep1.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc50.0_fz0.05_ap1.5_VB0.287_Rep1.mat,True
Insert6Edge1_Vc50.0_fz0.05_ap1.5_VB0.287_Rep2.mat,Insert6Edge1_Vc50.0_fz0.05_ap1.5_VB0.287_Rep2,6,1,2,Insert6_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.287,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc50.0_fz0.05_ap1.5_VB0.287_Rep2.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc50.0_fz0.05_ap1.5_VB0.287_Rep2.mat,True
Insert6Edge1_Vc50.0_fz0.1_ap1.5_VB0.287_Rep1.mat,Insert6Edge1_Vc50.0_fz0.1_ap1.5_VB0.287_Rep1,6,1,1,Insert6_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.1,1.5,58.4,0.287,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc50.0_fz0.1_ap1.5_VB0.287_Rep1.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc50.0_fz0.1_ap1.5_VB0.287_Rep1.mat,True
Insert6Edge1_Vc50.0_fz0.1_ap1.5_VB0.287_Rep2.mat,Insert6Edge1_Vc50.0_fz0.1_ap1.5_VB0.287_Rep2,6,1,2,Insert6_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.1,1.5,58.4,0.287,0.3,worn,worn,worn,full_dataset/signals_synced/Insert6Edge1_Vc50.0_fz0.1_ap1.5_VB0.287_Rep2.mat,full_dataset/signals_unsynced/Insert6Edge1_Vc50.0_fz0.1_ap1.5_VB0.287_Rep2.mat,True
Insert9Edge1_Vc50.0_fz0.05_ap1.5_VB0.0_Rep1.mat,Insert9Edge1_Vc50.0_fz0.05_ap1.5_VB0.0_Rep1,9,1,1,Insert9_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.0,0.0,healthy,healthy,healthy,full_dataset/signals_synced/Insert9Edge1_Vc50.0_fz0.05_ap1.5_VB0.0_Rep1.mat,full_dataset/signals_unsynced/Insert9Edge1_Vc50.0_fz0.05_ap1.5_VB0.0_Rep1.mat,True
Insert9Edge1_Vc50.0_fz0.05_ap1.5_VB0.0_Rep2.mat,Insert9Edge1_Vc50.0_fz0.05_ap1.5_VB0.0_Rep2,9,1,2,Insert9_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.05,1.5,58.4,0.0,0.0,healthy,healthy,healthy,full_dataset/signals_synced/Insert9Edge1_Vc50.0_fz0.05_ap1.5_VB0.0_Rep2.mat,full_dataset/signals_unsynced/Insert9Edge1_Vc50.0_fz0.05_ap1.5_VB0.0_Rep2.mat,True
Insert9Edge1_Vc50.0_fz0.1_ap1.5_VB0.03_Rep1.mat,Insert9Edge1_Vc50.0_fz0.1_ap1.5_VB0.03_Rep1,9,1,1,Insert9_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.1,1.5,58.4,0.03,0.0,healthy,healthy,healthy,full_dataset/signals_synced/Insert9Edge1_Vc50.0_fz0.1_ap1.5_VB0.03_Rep1.mat,full_dataset/signals_unsynced/Insert9Edge1_Vc50.0_fz0.1_ap1.5_VB0.03_Rep1.mat,True
Insert9Edge1_Vc50.0_fz0.1_ap1.5_VB0.03_Rep2.mat,Insert9Edge1_Vc50.0_fz0.1_ap1.5_VB0.03_Rep2,9,1,2,Insert9_Edge1,StainlessSteel.316L,StainlessSteel.316L,MQL,50.0,0.1,1.5,58.4,0.03,0.0,healthy,healthy,healthy,full_dataset/signals_synced/Insert9Edge1_Vc50.0_fz0.1_ap1.5_VB0.03_Rep2.mat,full_dataset/signals_unsynced/Insert9Edge1_Vc50.0_fz0.1_ap1.5_VB0.03_Rep2.mat,True
Insert9Edge2_Vc100.0_fz0.05_ap1.5_VB0.0_Rep1.mat,Insert9Edge2_Vc100.0_fz0.05_ap1.5_VB0.0_Rep1,9,2,1,Insert9_Edge2,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.05,1.5,58.4,0.0,0.0,healthy,healthy,healthy,full_dataset/signals_synced/Insert9Edge2_Vc100.0_fz0.05_ap1.5_VB0.0_Rep1.mat,full_dataset/signals_unsynced/Insert9Edge2_Vc100.0_fz0.05_ap1.5_VB0.0_Rep1.mat,True
Insert9Edge2_Vc100.0_fz0.05_ap1.5_VB0.0_Rep2.mat,Insert9Edge2_Vc100.0_fz0.05_ap1.5_VB0.0_Rep2,9,2,2,Insert9_Edge2,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.05,1.5,58.4,0.0,0.0,healthy,healthy,healthy,full_dataset/signals_synced/Insert9Edge2_Vc100.0_fz0.05_ap1.5_VB0.0_Rep2.mat,full_dataset/signals_unsynced/Insert9Edge2_Vc100.0_fz0.05_ap1.5_VB0.0_Rep2.mat,True
Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep1.mat,Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep1,9,2,1,Insert9_Edge2,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.1,1.5,58.4,0.039,0.0,healthy,healthy,healthy,full_dataset/signals_synced/Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep1.mat,full_dataset/signals_unsynced/Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep1.mat,True
Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep2.mat,Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep2,9,2,2,Insert9_Edge2,StainlessSteel.316L,StainlessSteel.316L,MQL,100.0,0.1,1.5,58.4,0.039,0.0,healthy,healthy,healthy,full_dataset/signals_synced/Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep2.mat,full_dataset/signals_unsynced/Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep2.mat,True
