class,source,source_index,sample,time_ms,amplitude
OR,llm,213,199,24.875,-0.035181693732738495
OR,llm,213,200,25.0,-0.016806479543447495
OR,llm,213,201,25.125,0.03927317634224892
OR,llm,213,202,25.25,0.025797566398978233
OR,llm,213,203,25.375,-0.032202400267124176
OR,llm,213,204,25.5,0.009579071775078773
OR,llm,213,205,25.625,0.024806585162878036
OR,llm,213,206,25.75,0.03865395858883858
OR,llm,213,207,25.875,-0.07259336113929749
OR,llm,213,208,26.0,-0.012785835191607475
OR,llm,213,209,26.125,-0.00017865552217699587
OR,llm,213,210,26.25,0.09534041583538055
OR,llm,213,211,26.375,-0.03687090054154396
OR,llm,213,212,26.5,0.07771782577037811
OR,llm,213,213,26.625,-0.03219880908727646
OR,llm,213,214,26.75,-0.10538147389888763
OR,llm,213,215,26.875,0.10539990663528442
OR,llm,213,216,27.0,0.010003223083913326
OR,llm,213,217,27.125,0.053581222891807556
OR,llm,213,218,27.25,-0.06661243736743927
OR,llm,213,219,27.375,-0.05662787705659866
OR,llm,213,220,27.5,-0.010310986079275608
OR,llm,213,221,27.625,0.0467977412045002
OR,llm,213,222,27.75,0.10159628838300705
OR,llm,213,223,27.875,-0.012112291529774666
OR,llm,213,224,28.0,0.008031036704778671
OR,llm,213,225,28.125,-0.1225985735654831
OR,llm,213,226,28.25,0.03417205438017845
OR,llm,213,227,28.375,0.005909235682338476
OR,llm,213,228,28.5,0.072653628885746
OR,llm,213,229,28.625,-0.013423587195575237
OR,llm,213,230,28.75,-0.10167599469423294
OR,llm,213,231,28.875,0.03918852657079697
OR,llm,213,232,29.0,-0.036664292216300964
OR,llm,213,233,29.125,-0.009722261689603329
OR,llm,213,234,29.25,0.05775269865989685
OR,llm,213,235,29.375,-0.008438985794782639
OR,llm,213,236,29.5,0.057825155556201935
OR,llm,213,237,29.625,-0.017770130187273026
OR,llm,213,238,29.75,-0.04157323017716408
OR,llm,213,239,29.875,-0.03398802503943443
OR,llm,213,240,30.0,-0.01970025897026062
OR,llm,213,241,30.125,0.04092903062701225
OR,llm,213,242,30.25,0.003992800135165453
OR,llm,213,243,30.375,-0.03715294227004051
OR,llm,213,244,30.5,0.004186583217233419
OR,llm,213,245,30.625,-0.023914404213428497
OR,llm,213,246,30.75,-0.0003277030191384256
OR,llm,213,247,30.875,-0.04769010841846466
OR,llm,213,248,31.0,0.006953845731914043
OR,llm,213,249,31.125,0.0915827751159668
OR,llm,213,250,31.25,-0.0059938277117908
OR,llm,213,251,31.375,0.04439741000533104
OR,llm,213,252,31.5,-0.028957029804587364
OR,llm,213,253,31.625,-0.004953796975314617
OR,llm,213,254,31.75,0.02222997508943081
OR,llm,213,255,31.875,0.20358480513095856
OR,llm,213,256,32.0,0.1662050038576126
OR,llm,213,257,32.125,0.10739432275295258
OR,llm,213,258,32.25,-0.062212180346250534
OR,llm,213,259,32.375,-0.08783358335494995
OR,llm,213,260,32.5,-0.11926741153001785
OR,llm,213,261,32.625,-0.09177732467651367
OR,llm,213,262,32.75,-0.022494126111268997
OR,llm,213,263,32.875,0.00566054554656148
OR,llm,213,264,33.0,0.13438785076141357
OR,llm,213,265,33.125,0.04631589353084564
OR,llm,213,266,33.25,0.11299963295459747
OR,llm,213,267,33.375,-0.009243589825928211
OR,llm,213,268,33.5,-0.0765715166926384
OR,llm,213,269,33.625,-0.09220046550035477
OR,llm,213,270,33.75,-0.06087065115571022
OR,llm,213,271,33.875,-0.011907339096069336
OR,llm,213,272,34.0,0.004403650760650635
OR,llm,213,273,34.125,0.08009199798107147
OR,llm,213,274,34.25,0.0632166936993599
OR,llm,213,275,34.375,0.0639125257730484
OR,llm,213,276,34.5,-0.0209406316280365
OR,llm,213,277,34.625,0.010465155355632305
OR,llm,213,278,34.75,-0.11834059655666351
OR,llm,213,279,34.875,-0.03814699873328209
OR,llm,213,280,35.0,0.06208571419119835
OR,llm,213,281,35.125,0.0018200657796114683
OR,llm,213,282,35.25,0.022262021899223328
OR,llm,213,283,35.375,-0.10632964968681335
OR,llm,213,284,35.5,0.027791596949100494
OR,llm,213,285,35.625,0.0008478399831801653
OR,llm,213,286,35.75,0.13214975595474243
OR,llm,213,287,35.875,0.009621700271964073
OR,llm,213,288,36.0,-0.05294786021113396
OR,llm,213,289,36.125,-0.02248595841228962
OR,llm,213,290,36.25,-0.04978487640619278
OR,llm,213,291,36.375,-0.037157122045755386
OR,llm,213,292,36.5,-0.009537250734865665
OR,llm,213,293,36.625,0.049083929508924484
OR,llm,213,294,36.75,0.05164061114192009
OR,llm,213,295,36.875,0.047762103378772736
OR,llm,213,296,37.0,-0.036681003868579865
OR,llm,213,297,37.125,-0.04508931562304497
OR,llm,213,298,37.25,-0.06132236123085022
OR,llm,213,299,37.375,0.03403153643012047
OR,llm,213,300,37.5,-0.06728417426347733
OR,llm,213,301,37.625,0.09722591191530228
OR,llm,213,302,37.75,-0.022682931274175644
OR,llm,213,303,37.875,0.0364299938082695
OR,llm,213,304,38.0,-0.0686308816075325
OR,llm,213,305,38.125,0.07593327015638351
OR,llm,213,306,38.25,-0.029904808849096298
OR,llm,213,307,38.375,-0.07389912754297256
OR,llm,213,308,38.5,0.08222901821136475
OR,llm,213,309,38.625,-0.011731242761015892
OR,llm,213,310,38.75,0.025065535679459572
OR,llm,213,311,38.875,-0.018493594601750374
OR,llm,213,312,39.0,-0.04067464545369148
OR,llm,213,313,39.125,-0.008566134609282017
OR,llm,213,314,39.25,0.029090601950883865
OR,llm,213,315,39.375,0.03906897455453873
OR,llm,213,316,39.5,-0.04999508336186409
OR,llm,213,317,39.625,-0.032505664974451065
OR,llm,213,318,39.75,0.09604581445455551
OR,llm,213,319,39.875,-0.008181111887097359
OR,llm,213,320,40.0,0.033070676028728485
OR,llm,213,321,40.125,-0.09669032692909241
OR,llm,213,322,40.25,-0.02696150913834572
OR,llm,213,323,40.375,0.0008767909021116793
OR,llm,213,324,40.5,0.0029718417208641768
OR,llm,213,325,40.625,0.07957983762025833
OR,llm,213,326,40.75,-0.016460435464978218
OR,llm,213,327,40.875,-0.00027237500762566924
OR,llm,213,328,41.0,-0.0227302685379982
OR,llm,213,329,41.125,-0.09106303751468658
OR,llm,213,330,41.25,0.04833507537841797
OR,llm,213,331,41.375,0.024192310869693756
OR,llm,213,332,41.5,0.05373223498463631
OR,llm,213,333,41.625,-0.04233411327004433
OR,llm,213,334,41.75,-0.04063348099589348
OR,llm,213,335,41.875,0.0031348317861557007
OR,llm,213,336,42.0,-0.02743460424244404
OR,llm,213,337,42.125,0.03273415565490723
OR,llm,213,338,42.25,0.0067215571179986
OR,llm,213,339,42.375,0.01899280585348606
OR,llm,213,340,42.5,0.008023178204894066
OR,llm,213,341,42.625,-0.0226216409355402
OR,llm,213,342,42.75,0.03127651289105415
OR,llm,213,343,42.875,-0.056043319404125214
OR,llm,213,344,43.0,0.015990620478987694
OR,llm,213,345,43.125,-0.017101861536502838
OR,llm,213,346,43.25,0.04480259120464325
OR,llm,213,347,43.375,-0.026782330125570297
OR,llm,213,348,43.5,0.028372619301080704
OR,llm,213,349,43.625,-0.010628730989992619
OR,llm,213,350,43.75,0.01692824997007847
OR,llm,213,351,43.875,0.004942193627357483
OR,llm,213,352,44.0,-0.052713777869939804
OR,llm,213,353,44.125,0.02947843074798584
OR,llm,213,354,44.25,0.009288030676543713
OR,llm,213,355,44.375,0.01918863132596016
OR,llm,213,356,44.5,-0.05720758065581322
OR,llm,213,357,44.625,0.04517674818634987
OR,llm,213,358,44.75,0.007238220889121294
OR,llm,213,359,44.875,-0.010086635127663612
OR,llm,213,360,45.0,-0.056502677500247955
OR,llm,213,361,45.125,0.05700939893722534
OR,llm,213,362,45.25,0.0134838642552495
OR,llm,213,363,45.375,-0.047992534935474396
OR,llm,213,364,45.5,0.02115664631128311
OR,llm,213,365,45.625,0.010215294547379017
OR,llm,213,366,45.75,-0.05682552233338356
OR,llm,213,367,45.875,-0.0030451337806880474
OR,llm,213,368,46.0,0.05796916037797928
OR,llm,213,369,46.125,-0.027159569784998894
OR,llm,213,370,46.25,0.01349495816975832
OR,llm,213,371,46.375,-0.018454410135746002
OR,llm,213,372,46.5,0.021253101527690887
OR,llm,213,373,46.625,0.006395167205482721
OR,llm,213,374,46.75,-0.02065168507397175
OR,llm,213,375,46.875,0.03586399182677269
OR,llm,213,376,47.0,-0.06017746776342392
OR,llm,213,377,47.125,0.03793925791978836
OR,llm,213,378,47.25,0.05861571058630943
OR,llm,213,379,47.375,-0.04248904064297676
OR,llm,213,380,47.5,0.04426583647727966
OR,llm,213,381,47.625,-0.0819721445441246
OR,llm,213,382,47.75,0.0005326186073943973
OR,llm,213,383,47.875,0.055262692272663116
OR,llm,213,384,48.0,0.02137550711631775
OR,llm,213,385,48.125,0.009620162658393383
OR,llm,213,386,48.25,0.0057804882526397705
OR,llm,213,387,48.375,-0.06265756487846375
OR,llm,213,388,48.5,0.013763065449893475
OR,llm,213,389,48.625,-0.03076278045773506
OR,llm,213,390,48.75,0.12208700180053711
OR,llm,213,391,48.875,-0.06924419105052948
OR,llm,213,392,49.0,-0.007684435695409775
OR,llm,213,393,49.125,-0.002830450888723135
OR,llm,213,394,49.25,-0.05050388723611832
OR,llm,213,395,49.375,0.00818722601979971
OR,llm,213,396,49.5,0.05584833770990372
OR,llm,213,397,49.625,0.03543022647500038
OR,llm,213,398,49.75,-0.07025805115699768
OR,llm,213,399,49.875,-0.03539694473147392
OR,rule,282,0,0.0,-0.12296503782272339
OR,rule,282,1,0.125,0.050207674503326416
OR,rule,282,2,0.25,-0.09193570166826248
OR,rule,282,3,0.375,0.033028047531843185
OR,rule,282,4,0.5,0.050852373242378235
OR,rule,282,5,0.625,0.029201900586485863
OR,rule,282,6,0.75,0.04099216312170029
OR,rule,282,7,0.875,0.10633999854326248
OR,rule,282,8,1.0,0.03697771206498146
OR,rule,282,9,1.125,0.0682457759976387
OR,rule,282,10,1.25,-0.00872786995023489
OR,rule,282,11,1.375,-0.029142756015062332
OR,rule,282,12,1.5,0.029085159301757812
OR,rule,282,13,1.625,0.02540002577006817
OR,rule,282,14,1.75,0.028096014633774757
OR,rule,282,15,1.875,-0.035122182220220566
OR,rule,282,16,2.0,-0.036278292536735535
OR,rule,282,17,2.125,-0.04795925319194794
OR,rule,282,18,2.25,0.08437269926071167
OR,rule,282,19,2.375,0.010255595669150352
OR,rule,282,20,2.5,0.08712645620107651
OR,rule,282,21,2.625,0.05583977699279785
OR,rule,282,22,2.75,0.07977575808763504
OR,rule,282,23,2.875,0.1204519271850586
OR,rule,282,24,3.0,0.023293452337384224
OR,rule,282,25,3.125,0.08572453260421753
OR,rule,282,26,3.25,0.044522594660520554
OR,rule,282,27,3.375,0.03917054831981659
OR,rule,282,28,3.5,0.08463901281356812
OR,rule,282,29,3.625,-0.04340284317731857
OR,rule,282,30,3.75,-0.0720154419541359
OR,rule,282,31,3.875,-0.02281966432929039
OR,rule,282,32,4.0,-0.08896741271018982
OR,rule,282,33,4.125,-0.08286061137914658
OR,rule,282,34,4.25,-0.11359839886426926
OR,rule,282,35,4.375,-0.07128847390413284
OR,rule,282,36,4.5,-0.054371632635593414
OR,rule,282,37,4.625,-0.09255778044462204
OR,rule,282,38,4.75,0.000974848517216742
OR,rule,282,39,4.875,-0.09371589869260788
OR,rule,282,40,5.0,-0.058183703571558
OR,rule,282,41,5.125,-0.0029807286337018013
OR,rule,282,42,5.25,-0.02450542338192463
OR,rule,282,43,5.375,0.03390703722834587
OR,rule,282,44,5.5,0.011352944187819958
OR,rule,282,45,5.625,-0.017199480906128883
OR,rule,282,46,5.75,-0.034483764320611954
OR,rule,282,47,5.875,-0.057666610926389694
OR,rule,282,48,6.0,-0.038731031119823456
OR,rule,282,49,6.125,0.009571097791194916
OR,rule,282,50,6.25,-0.023045074194669724
OR,rule,282,51,6.375,0.014347522519528866
OR,rule,282,52,6.5,-0.043481916189193726
OR,rule,282,53,6.625,-0.04953557997941971
OR,rule,282,54,6.75,0.04367430508136749
OR,rule,282,55,6.875,-0.035403259098529816
OR,rule,282,56,7.0,0.09461851418018341
OR,rule,282,57,7.125,0.06232302635908127
OR,rule,282,58,7.25,0.053836021572351456
OR,rule,282,59,7.375,0.051359888166189194
OR,rule,282,60,7.5,0.10172111541032791
OR,rule,282,61,7.625,0.05427638813853264
OR,rule,282,62,7.75,0.0871891900897026
OR,rule,282,63,7.875,0.02607445791363716
OR,rule,282,64,8.0,0.06571638584136963
OR,rule,282,65,8.125,0.046224430203437805
OR,rule,282,66,8.25,0.05072855204343796
OR,rule,282,67,8.375,0.04723310470581055
OR,rule,282,68,8.5,-0.11967653036117554
OR,rule,282,69,8.625,0.062417447566986084
OR,rule,282,70,8.75,-0.046397026628255844
OR,rule,282,71,8.875,-0.00263929832726717
OR,rule,282,72,9.0,0.008701290003955364
OR,rule,282,73,9.125,-0.02215362899005413
OR,rule,282,74,9.25,-0.015960920602083206
OR,rule,282,75,9.375,-0.05042002722620964
OR,rule,282,76,9.5,-0.01807393506169319
OR,rule,282,77,9.625,-0.011507298797369003
OR,rule,282,78,9.75,0.03954586759209633
OR,rule,282,79,9.875,0.036702513694763184
OR,rule,282,80,10.0,-0.03908911347389221
OR,rule,282,81,10.125,-0.07563819736242294
OR,rule,282,82,10.25,0.04023854807019234
OR,rule,282,83,10.375,0.03025643154978752
OR,rule,282,84,10.5,0.1694413721561432
OR,rule,282,85,10.625,-0.1938169300556183
OR,rule,282,86,10.75,-0.2906017303466797
OR,rule,282,87,10.875,-0.37637606263160706
OR,rule,282,88,11.0,-0.24976937472820282
OR,rule,282,89,11.125,-0.04760626703500748
OR,rule,282,90,11.25,0.12674067914485931
OR,rule,282,91,11.375,0.3169519901275635
OR,rule,282,92,11.5,0.30825111269950867
OR,rule,282,93,11.625,0.15188780426979065
OR,rule,282,94,11.75,-0.07408806681632996
OR,rule,282,95,11.875,-0.07873986661434174
OR,rule,282,96,12.0,-0.25432276725769043
OR,rule,282,97,12.125,-0.1832973062992096
OR,rule,282,98,12.25,-0.10345303267240524
OR,rule,282,99,12.375,0.0369780994951725
OR,rule,282,100,12.5,0.08562678843736649
OR,rule,282,101,12.625,0.1934768259525299
OR,rule,282,102,12.75,0.12197214365005493
OR,rule,282,103,12.875,0.05260840058326721
OR,rule,282,104,13.0,-0.08455416560173035
OR,rule,282,105,13.125,-0.14617349207401276
OR,rule,282,106,13.25,-0.11163441091775894
OR,rule,282,107,13.375,-0.01689833402633667
OR,rule,282,108,13.5,0.0014975318918004632
OR,rule,282,109,13.625,0.07962208986282349
OR,rule,282,110,13.75,0.0815231129527092
OR,rule,282,111,13.875,0.13187478482723236
OR,rule,282,112,14.0,0.038951363414525986
OR,rule,282,113,14.125,0.004101152066141367
OR,rule,282,114,14.25,-0.08009839057922363
OR,rule,282,115,14.375,-0.11793065071105957
OR,rule,282,116,14.5,-0.04199045151472092
OR,rule,282,117,14.625,-0.09178728610277176
OR,rule,282,118,14.75,0.06522462517023087
OR,rule,282,119,14.875,0.0008885729475878179
OR,rule,282,120,15.0,0.07315168529748917
OR,rule,282,121,15.125,0.02073627896606922
OR,rule,282,122,15.25,-0.0020254808478057384
OR,rule,282,123,15.375,0.015357144176959991
OR,rule,282,124,15.5,-0.03866025432944298
OR,rule,282,125,15.625,0.06372067332267761
OR,rule,282,126,15.75,-0.010538281872868538
OR,rule,282,127,15.875,0.045322924852371216
OR,rule,282,128,16.0,0.0375872477889061
OR,rule,282,129,16.125,0.052440039813518524
OR,rule,282,130,16.25,0.0835418775677681
OR,rule,282,131,16.375,0.006487218663096428
OR,rule,282,132,16.5,-0.026041876524686813
OR,rule,282,133,16.625,-0.0964776873588562
OR,rule,282,134,16.75,-0.0016159871593117714
OR,rule,282,135,16.875,-0.04671517387032509
OR,rule,282,136,17.0,-0.07977890223264694
OR,rule,282,137,17.125,-0.028653206303715706
OR,rule,282,138,17.25,-0.04705798998475075
OR,rule,282,139,17.375,0.02474491111934185
OR,rule,282,140,17.5,0.050928179174661636
OR,rule,282,141,17.625,-0.014678360894322395
OR,rule,282,142,17.75,0.020335987210273743
OR,rule,282,143,17.875,0.02428646944463253
OR,rule,282,144,18.0,-0.001268194755539298
OR,rule,282,145,18.125,0.07519637793302536
OR,rule,282,146,18.25,0.001253476133570075
OR,rule,282,147,18.375,0.08777598291635513
OR,rule,282,148,18.5,0.015074780210852623
OR,rule,282,149,18.625,0.03430118039250374
OR,rule,282,150,18.75,-0.01569635234773159
OR,rule,282,151,18.875,-0.07911444455385208
OR,rule,282,152,19.0,0.02776166796684265
OR,rule,282,153,19.125,-0.1241396963596344
OR,rule,282,154,19.25,0.020543977618217468
OR,rule,282,155,19.375,-0.08047419786453247
OR,rule,282,156,19.5,0.002442787168547511
OR,rule,282,157,19.625,-0.018627876415848732
OR,rule,282,158,19.75,0.012673894874751568
OR,rule,282,159,19.875,0.014307488687336445
OR,rule,282,160,20.0,0.07409646362066269
OR,rule,282,161,20.125,-0.0007675220840610564
OR,rule,282,162,20.25,0.05394359305500984
OR,rule,282,163,20.375,0.046793099492788315
OR,rule,282,164,20.5,0.027385447174310684
OR,rule,282,165,20.625,0.05819523334503174
OR,rule,282,166,20.75,-0.032448917627334595
OR,rule,282,167,20.875,0.02227579429745674
OR,rule,282,168,21.0,-0.07762960344552994
OR,rule,282,169,21.125,-0.039556752890348434
OR,rule,282,170,21.25,-0.1189572736620903
OR,rule,282,171,21.375,-0.07865729182958603
OR,rule,282,172,21.5,-0.06063767895102501
OR,rule,282,173,21.625,-0.09880778193473816
OR,rule,282,174,21.75,-0.05391258746385574
OR,rule,282,175,21.875,-0.10261883586645126
OR,rule,282,176,22.0,0.016388103365898132
OR,rule,282,177,22.125,-0.03774505481123924
OR,rule,282,178,22.25,0.0597401037812233
OR,rule,282,179,22.375,-0.004760606214404106
OR,rule,282,180,22.5,0.09905200451612473
OR,rule,282,181,22.625,0.07758627086877823
OR,rule,282,182,22.75,0.013122890144586563
OR,rule,282,183,22.875,0.04192301258444786
OR,rule,282,184,23.0,0.07661837339401245
OR,rule,282,185,23.125,0.02294301614165306
OR,rule,282,186,23.25,0.03600412234663963
OR,rule,282,187,23.375,-0.0198499895632267
OR,rule,282,188,23.5,0.014888115227222443
OR,rule,282,189,23.625,-0.049097977578639984
OR,rule,282,190,23.75,0.022017793729901314
OR,rule,282,191,23.875,-0.030729182064533234
OR,rule,282,192,24.0,0.03748539090156555
OR,rule,282,193,24.125,-0.0162774920463562
OR,rule,282,194,24.25,0.06858886033296585
OR,rule,282,195,24.375,0.08579005300998688
OR,rule,282,196,24.5,0.019338034093379974
OR,rule,282,197,24.625,0.21933743357658386
OR,rule,282,198,24.75,0.0035958036314696074
OR,rule,282,199,24.875,0.15553723275661469
OR,rule,282,200,25.0,0.005020297132432461
OR,rule,282,201,25.125,0.03037390112876892
OR,rule,282,202,25.25,0.05629849061369896
OR,rule,282,203,25.375,-0.0036867677699774504
OR,rule,282,204,25.5,-0.01989402249455452
OR,rule,282,205,25.625,-0.07775989174842834
OR,rule,282,206,25.75,-0.02381265163421631
OR,rule,282,207,25.875,-0.08184334635734558
OR,rule,282,208,26.0,-0.10616651177406311
OR,rule,282,209,26.125,-0.12242016196250916
OR,rule,282,210,26.25,-0.1258423626422882
OR,rule,282,211,26.375,-0.051969628781080246
OR,rule,282,212,26.5,-0.012378093786537647
OR,rule,282,213,26.625,-0.08231503516435623
OR,rule,282,214,26.75,-0.004479803144931793
OR,rule,282,215,26.875,-0.10151808708906174
OR,rule,282,216,27.0,0.07676874101161957
OR,rule,282,217,27.125,-0.055957213044166565
OR,rule,282,218,27.25,0.060353755950927734
OR,rule,282,219,27.375,-0.003786688670516014
OR,rule,282,220,27.5,-0.03736582025885582
OR,rule,282,221,27.625,-0.04177069291472435
OR,rule,282,222,27.75,0.007077876012772322
OR,rule,282,223,27.875,-0.027704138308763504
OR,rule,282,224,28.0,-0.030179884284734726
OR,rule,282,225,28.125,-0.026917580515146255
OR,rule,282,226,28.25,-0.07278473675251007
OR,rule,282,227,28.375,0.030496615916490555
OR,rule,282,228,28.5,-0.03146862983703613
OR,rule,282,229,28.625,0.05716155841946602
OR,rule,282,230,28.75,-0.029850086197257042
OR,rule,282,231,28.875,0.05634250119328499
OR,rule,282,232,29.0,0.0991990864276886
OR,rule,282,233,29.125,0.013292751275002956
OR,rule,282,234,29.25,0.15526922047138214
OR,rule,282,235,29.375,-0.024606458842754364
OR,rule,282,236,29.5,0.17304018139839172
OR,rule,282,237,29.625,-0.02427561953663826
OR,rule,282,238,29.75,0.1294747292995453
OR,rule,282,239,29.875,0.0010151840979233384
OR,rule,282,240,30.0,0.017059573903679848
OR,rule,282,241,30.125,0.05790140479803085
OR,rule,282,242,30.25,-0.05458355322480202
OR,rule,282,243,30.375,0.0037310693878680468
OR,rule,282,244,30.5,0.05715485289692879
OR,rule,282,245,30.625,-0.10326427221298218
OR,rule,282,246,30.75,0.046942610293626785
OR,rule,282,247,30.875,-0.0698014423251152
OR,rule,282,248,31.0,-0.008195152506232262
OR,rule,282,249,31.125,0.01290526706725359
OR,rule,282,250,31.25,-0.03176121786236763
OR,rule,282,251,31.375,-0.03751743212342262
OR,rule,282,252,31.5,-0.051437828689813614
OR,rule,282,253,31.625,0.004501902963966131
OR,rule,282,254,31.75,-0.015766305848956108
OR,rule,282,255,31.875,-0.06399022787809372
OR,rule,282,256,32.0,0.43317291140556335
OR,rule,282,257,32.125,0.43926283717155457
OR,rule,282,258,32.25,0.2936929166316986
OR,rule,282,259,32.375,0.04351020231842995
OR,rule,282,260,32.5,-0.36121413111686707
OR,rule,282,261,32.625,-0.3429122269153595
OR,rule,282,262,32.75,-0.47064408659935
OR,rule,282,263,32.875,-0.16429506242275238
OR,rule,282,264,33.0,-0.016667809337377548
OR,rule,282,265,33.125,0.23499390482902527
OR,rule,282,266,33.25,0.3263409435749054
OR,rule,282,267,33.375,0.31091633439064026
OR,rule,282,268,33.5,0.09745216369628906
OR,rule,282,269,33.625,-0.024675242602825165
OR,rule,282,270,33.75,-0.20288266241550446
OR,rule,282,271,33.875,-0.30076852440834045
OR,rule,282,272,34.0,-0.1268005073070526
OR,rule,282,273,34.125,-0.03784888610243797
OR,rule,282,274,34.25,0.0954415500164032
OR,rule,282,275,34.375,0.16771912574768066
OR,rule,282,276,34.5,0.14243748784065247
OR,rule,282,277,34.625,0.09179955720901489
OR,rule,282,278,34.75,-0.018359756097197533
OR,rule,282,279,34.875,-0.17009586095809937
OR,rule,282,280,35.0,-0.08262617141008377
OR,rule,282,281,35.125,-0.1560421884059906
OR,rule,282,282,35.25,0.02266692742705345
OR,rule,282,283,35.375,0.002995873801410198
OR,rule,282,284,35.5,0.06830710917711258
OR,rule,282,285,35.625,0.16540831327438354
OR,rule,282,286,35.75,0.0725853368639946
OR,rule,282,287,35.875,0.006447669118642807
OR,rule,282,288,36.0,0.0051416358910501
OR,rule,282,289,36.125,-0.06677866727113724
OR,rule,282,290,36.25,-0.14619480073451996
OR,rule,282,291,36.375,-0.002225294942036271
OR,rule,282,292,36.5,-0.0813927873969078
OR,rule,282,293,36.625,0.05130264163017273
OR,rule,282,294,36.75,0.09078802168369293
OR,rule,282,295,36.875,0.010490700602531433
OR,rule,282,296,37.0,0.03250177577137947
OR,rule,282,297,37.125,-0.008217358961701393
OR,rule,282,298,37.25,0.023413076996803284
OR,rule,282,299,37.375,-0.06668230891227722
OR,rule,282,300,37.5,0.05480397492647171
OR,rule,282,301,37.625,-0.010447957552969456
OR,rule,282,302,37.75,0.0639302134513855
OR,rule,282,303,37.875,0.01760302111506462
OR,rule,282,304,38.0,0.06309875100851059
OR,rule,282,305,38.125,0.052290115505456924
OR,rule,282,306,38.25,0.01021125353872776
OR,rule,282,307,38.375,-0.01936124823987484
OR,rule,282,308,38.5,-0.08998128771781921
OR,rule,282,309,38.625,-0.07506602257490158
OR,rule,282,310,38.75,-0.035081200301647186
OR,rule,282,311,38.875,-0.010767905041575432
OR,rule,282,312,39.0,-0.04285372421145439
OR,rule,282,313,39.125,0.03556017950177193
OR,rule,282,314,39.25,-0.03414464741945267
OR,rule,282,315,39.375,0.024553947150707245
OR,rule,282,316,39.5,0.03132906183600426
OR,rule,282,317,39.625,0.014698787592351437
OR,rule,282,318,39.75,-0.002902253996580839
OR,rule,282,319,39.875,0.029038093984127045
OR,rule,282,320,40.0,0.06392905861139297
OR,rule,282,321,40.125,0.04178783297538757
OR,rule,282,322,40.25,0.04169975966215134
OR,rule,282,323,40.375,0.004591165576130152
OR,rule,282,324,40.5,-0.002913710894063115
OR,rule,282,325,40.625,0.017457153648138046
OR,rule,282,326,40.75,-0.026876987889409065
OR,rule,282,327,40.875,-0.045199502259492874
OR,rule,282,328,41.0,-0.036878298968076706
OR,rule,282,329,41.125,-0.040439434349536896
OR,rule,282,330,41.25,-0.03262018412351608
OR,rule,282,331,41.375,-0.016841920092701912
OR,rule,282,332,41.5,0.01885409839451313
OR,rule,282,333,41.625,-0.006392877083271742
OR,rule,282,334,41.75,0.09635733813047409
OR,rule,282,335,41.875,-0.010254811495542526
OR,rule,282,336,42.0,0.02831510454416275
OR,rule,282,337,42.125,0.01723024807870388
OR,rule,282,338,42.25,0.030053595080971718
OR,rule,282,339,42.375,0.03569282591342926
OR,rule,282,340,42.5,0.03635026142001152
OR,rule,282,341,42.625,-0.03631795942783356
OR,rule,282,342,42.75,0.003061505500227213
OR,rule,282,343,42.875,-0.09501103311777115
OR,rule,282,344,43.0,-0.11237189918756485
OR,rule,282,345,43.125,-0.015332481823861599
OR,rule,282,346,43.25,-0.11601046472787857
OR,rule,282,347,43.375,-0.09782394766807556
OR,rule,282,348,43.5,-0.04149399697780609
OR,rule,282,349,43.625,-0.09148859232664108
OR,rule,282,350,43.75,-0.055615078657865524
OR,rule,282,351,43.875,0.012009418569505215
OR,rule,282,352,44.0,-0.03129887580871582
OR,rule,282,353,44.125,0.060392528772354126
OR,rule,282,354,44.25,0.04538851976394653
OR,rule,282,355,44.375,0.05267464369535446
OR,rule,282,356,44.5,0.03708421438932419
OR,rule,282,357,44.625,0.06430137902498245
OR,rule,282,358,44.75,0.07952400296926498
OR,rule,282,359,44.875,0.0251151155680418
OR,rule,282,360,45.0,0.022692032158374786
OR,rule,282,361,45.125,0.036479540169239044
OR,rule,282,362,45.25,0.009251357056200504
OR,rule,282,363,45.375,-0.02009771019220352
OR,rule,282,364,45.5,-0.022819286212325096
OR,rule,282,365,45.625,-0.0004249828343745321
OR,rule,282,366,45.75,0.014691789634525776
OR,rule,282,367,45.875,0.07571359723806381
OR,rule,282,368,46.0,-0.03312406316399574
OR,rule,282,369,46.125,0.026142235845327377
OR,rule,282,370,46.25,0.10663456469774246
OR,rule,282,371,46.375,0.0322771817445755
OR,rule,282,372,46.5,0.17818297445774078
OR,rule,282,373,46.625,0.041470810770988464
OR,rule,282,374,46.75,0.0833406001329422
OR,rule,282,375,46.875,0.05198941379785538
OR,rule,282,376,47.0,0.05389980599284172
OR,rule,282,377,47.125,0.02576146461069584
OR,rule,282,378,47.25,-0.05235718935728073
OR,rule,282,379,47.375,0.019839733839035034
OR,rule,282,380,47.5,-0.11648299545049667
OR,rule,282,381,47.625,-0.01902831345796585
OR,rule,282,382,47.75,-0.1202947273850441
OR,rule,282,383,47.875,-0.10653549432754517
OR,rule,282,384,48.0,-0.15162529051303864
OR,rule,282,385,48.125,-0.05164888873696327
OR,rule,282,386,48.25,-0.10815242677927017
OR,rule,282,387,48.375,-0.023195000365376472
OR,rule,282,388,48.5,-0.013230424374341965
OR,rule,282,389,48.625,-0.06017691269516945
OR,rule,282,390,48.75,0.020668424665927887
OR,rule,282,391,48.875,-0.03259718418121338
OR,rule,282,392,49.0,0.015742231160402298
